STN---;YEARMODA;TEMP;DEWP;VISIB;;WDSP;;MXSPD;GUST;MAX;MIN;PRCP;SNDP;FRSHTT
85360;20000630;71,2;59,8;6,6;24;8,1;22;12;999,9;84.2*;62.6*;0.00I;999,9;0
85360;20000701;69,9;57,9;6,8;24;7,9;24;12;999,9;77.0*;64.4*;0.00I;999,9;0
85360;20000702;66,7;60,6;6,9;24;5,5;22;9,9;999,9;71.6*;62.6*;99,99;999,9;10000
85360;20000703;67,5;60,1;6,7;24;8,7;23;14;999,9;75.2*;62.6*;99,99;999,9;10000
85360;20000704;67,6;57,6;6,8;23;8,4;19;15,9;999,9;75.2*;60.8*;0.00I;999,9;0
85360;20000705;69,5;57,2;6,3;24;9,7;23;15;999,9;78.8*;62.6*;0.00I;999,9;0
85360;20000706;68,9;60,6;6,9;24;8,4;22;13;999,9;78.8*;60.8*;0.00I;999,9;0
85360;20000707;69,6;59,2;6,9;24;10,7;22;18,1;21;78.8*;62.6*;0.00I;999,9;0
85360;20000708;72,4;58,2;6,3;24;14,9;24;19;28,9;82.4*;64.4*;0.00I;999,9;0
85360;20000709;74,5;57,8;6,2;23;11,4;24;22;999,9;87.8*;66.2*;0.00I;999,9;0
85360;20000710;67,6;59,2;6,7;24;14,6;24;19;999,9;75.2*;62.6*;99,99;999,9;10000
85360;20000711;67,3;50,6;6,5;23;17,2;23;21;28,9;75.2*;60.8*;0.00I;999,9;0
85360;20000712;73;48,4;6,2;24;10,6;24;18,1;999,9;87.8*;60.8*;0.00I;999,9;0
85360;20000713;79,5;47,5;6,2;24;9;21;16,9;999,9;93.2*;66.2*;0.00I;999,9;0
85360;20000714;82,5;53,9;6,2;24;8,9;24;15,9;999,9;98.6*;69.8*;0.00I;999,9;0
85360;20000715;84,3;55,1;6,2;23;10,8;23;19;999,9;96.8*;75.2*;0.00I;999,9;0
85360;20000716;81,3;55,9;6,2;24;8,2;22;12;999,9;96.8*;68.0*;0.00I;999,9;0
85360;20000717;71,3;61,8;5,7;22;7,4;20;13;999,9;80.6*;64.4*;0.00I;999,9;0
85360;20000718;66,8;58,9;6,3;24;6,6;21;13;999,9;73.4*;62.6*;0.00I;999,9;0
85360;20000719;69,1;57,7;6,6;24;7,8;24;13;999,9;80.6*;62.6*;0.00I;999,9;0
85360;20000720;71,5;56,3;6,2;24;8,8;21;19,4;999,9;86.0*;59.0*;0.00I;999,9;0
85360;20000721;70,8;53,8;6,2;23;11,6;21;25,3;999,9;82.4*;60.8*;0.00I;999,9;0
85360;20000722;69,2;59,6;7;24;7,4;21;12;999,9;77.0*;62.6*;0.00I;999,9;0
85360;20000723;68,8;60,9;7;24;9,2;24;14;999,9;75.2*;64.4*;0.00I;999,9;0
85360;20000724;67,5;66;4,2;24;9,6;24;14;22;69.8*;66.2*;99,99;999,9;110000
85360;20000725;69,1;61,1;6,8;24;8,5;24;12;999,9;75.2*;64.4*;99,99;999,9;10000
85360;20000726;69,6;61,6;6,9;24;7,1;23;15;999,9;77.0*;64.4*;0.00I;999,9;0
85360;20000727;70,7;60,3;6,7;24;7,7;21;15,9;999,9;80.6*;62.6*;0.00I;999,9;0
85360;20000728;73,2;62,8;6,6;24;10,3;24;15,9;20;84.2*;66.2*;0.00I;999,9;0
85360;20000729;76,6;59,5;6,3;24;10,8;24;16,9;999,9;89.6*;66.2*;0.00I;999,9;0
85360;20000730;82,6;57,6;6,2;24;7,2;21;15;999,9;96.8*;69.8*;0.00I;999,9;0
85360;20000731;80,7;53,9;6,2;24;7,5;23;14;999,9;95.0*;71.6*;0.00I;999,9;0
85360;20000801;75,4;57;6,2;24;14,4;24;23,9;999,9;86.0*;68.0*;0.00I;999,9;0
85360;20000802;70,2;58,2;6,5;24;14,5;24;22;999,9;80.6*;64.4*;0.00I;999,9;0
85360;20000803;69,5;53,8;6,6;24;20,4;24;30,9;44,9;78.8*;62.6*;0.00I;999,9;0
85360;20000804;72,6;51,3;6,2;24;14,7;23;21;27;86.0*;62.6*;0.00I;999,9;0
85360;20000805;78,2;44,9;6,2;24;10,1;24;20;999,9;91.4*;68.0*;0.00I;999,9;0
85360;20000806;80,9;44,7;6,2;24;9,7;24;15,9;999,9;93.2*;71.6*;0.00I;999,9;0
85360;20000807;81,8;44,9;6,2;24;8;23;16,9;999,9;95.0*;69.8*;0.00I;999,9;0
85360;20000808;84,1;45,7;6,2;24;7,9;19;16,9;999,9;98.6*;73.4*;0.00I;999,9;0
85360;20000809;84,4;42,3;6,2;24;9,5;20;18,1;999,9;96.8*;75.2*;0.00I;999,9;0
85360;20000810;74,9;55,2;6,2;24;8,4;20;13;999,9;87.8*;66.2*;0.00I;999,9;0
85360;20000811;70,2;60,3;6,9;24;10,4;24;16,9;21;80.6*;64.4*;0.00I;999,9;0
85360;20000812;70,8;62,6;7;24;8,1;21;12;999,9;80.6*;62.6*;0.00I;999,9;0
85360;20000813;73,8;66,1;6,4;23;8;22;14;999,9;82.4*;68.0*;99,99;999,9;10000
85360;20000814;75,4;63,2;6,4;24;12,2;23;18,1;999,9;87.8*;66.2*;0.00I;999,9;0
85360;20000815;80,2;60,9;6,2;24;9;23;19;999,9;98.6*;68.0*;0.00I;999,9;0
85360;20000816;78,1;57,2;6,2;24;14,8;24;23,9;999,9;89.6*;68.0*;0.00I;999,9;0
85360;20000817;73;57,9;6,4;24;13,9;24;18,1;999,9;84.2*;66.2*;0.00I;999,9;0
85360;20000818;72,8;57;6,3;24;7,1;20;9,9;999,9;84.2*;64.4*;0.00I;999,9;0
85360;20000819;70,9;59,6;6,3;24;6,8;22;13;999,9;78.8*;62.6*;0.00I;999,9;0
85360;20000820;70,3;59,5;6,8;24;9,9;21;16,9;999,9;78.8*;66.2*;99,99;999,9;10000
85360;20000821;69;56,6;6,7;23;7,6;22;14;999,9;78.8*;62.6*;0.00I;999,9;0
85360;20000822;67,6;60,1;6,8;24;10;21;15,9;23,9;73.4*;60.8*;99,99;999,9;10000
85360;20000823;67,7;60,1;6,6;24;7,3;22;13;999,9;75.2*;62.6*;99,99;999,9;10000
85360;20000824;69,1;59,5;6,7;24;8,3;24;13;999,9;75.2*;62.6*;0.00I;999,9;0
85360;20000825;69,8;62,7;7;24;9,3;24;16,9;26;75.2*;66.2*;0.00I;999,9;0
85360;20000826;69,7;61,6;6,7;24;10,3;18;19;999,9;78.8*;62.6*;0.00I;999,9;0
85360;20000827;72,1;56,7;6,3;24;12,4;23;16,9;999,9;84.2*;64.4*;0.00I;999,9;0
85360;20000828;73,7;55,9;6,2;24;8,6;23;16,9;999,9;89.6*;64.4*;0.00I;999,9;0
85360;20000829;69,7;55,6;6,3;24;11,9;24;16,9;999,9;82.4*;62.6*;0.00I;999,9;0
85360;20000830;68,9;57,6;7;24;14,7;24;20;999,9;77.0*;62.6*;0.00I;999,9;0
85360;20000831;70,3;58,8;6,6;23;13,5;23;16,9;999,9;80.6*;64.4*;0.00I;999,9;0
85360;20000901;71;59,1;6,5;24;12,5;24;19;999,9;82.4*;62.6*;0.00I;999,9;0
85360;20000902;73,4;56,1;6,3;24;12;23;19;999,9;87.8*;64.4*;0.00I;999,9;0
85360;20000903;71,7;57,4;6,4;24;15,3;24;28;39;80.6*;66.2*;0.00I;999,9;0
85360;20000904;72,4;58,9;6,5;23;17,5;24;22,9;34;84.2*;66.2*;0.00I;999,9;0
85360;20000905;75,9;52,1;6,2;24;10,2;23;15;999,9;89.6*;66.2*;0.00I;999,9;0
85360;20000906;76;48,9;6,2;21;8,5;20;18,1;999,9;95.0*;68.0*;0.00I;999,9;0
85360;20000907;74,3;58,7;6,2;23;8,6;21;14;999,9;89.6*;64.4*;0.00I;999,9;0
85360;20000908;76,8;59,9;6;23;6,4;22;12;999,9;93.2*;64.4*;0.00I;999,9;0
85360;20000909;74,3;60,2;4;21;5,8;18;13;999,9;89.6*;62.6*;0.00I;999,9;100000
85360;20000910;78,3;55,1;6,2;24;8,3;19;20;999,9;91.4*;68.0*;0.00I;999,9;0
85360;20000911;73;59,1;6,1;24;10;24;20;999,9;84.2*;64.4*;0.00I;999,9;0
85360;20000912;70,3;60,1;6,1;24;9;22;13;999,9;80.6*;64.4*;0.00I;999,9;0
85360;20000913;68,8;59,5;5,1;24;7,5;20;12;999,9;80.6*;62.6*;0.00I;999,9;0
85360;20000914;71,2;54,9;5,7;23;4,2;21;6;999,9;89.6*;60.8*;0.00I;999,9;0
85360;20000915;71,2;60,1;6,5;24;6,2;18;11,1;999,9;78.8*;64.4*;0.00I;999,9;0
85360;20000916;70,3;65;5,6;23;6;17;12;999,9;78.8*;66.2*;0.00I;999,9;100000
85360;20000917;70,2;65,1;6,4;24;5,1;22;9,9;999,9;77.0*;66.2*;99,99;999,9;10000
85360;20000918;69,2;60,3;6,8;24;9,6;24;15,9;999,9;77.0*;64.4*;0.00I;999,9;0
85360;20000919;64,2;57,7;6,6;23;9,6;22;15,9;999,9;69.8*;60.8*;99,99;999,9;10000
85360;20000920;64,2;53,1;6,8;24;5,6;22;8,9;999,9;71.6*;57.2*;0.00I;999,9;0
85360;20000921;65,9;52,8;6,2;23;7,4;15;13;999,9;78.8*;57.2*;0.00I;999,9;0
85360;20000922;70,2;53,5;6,2;24;6,4;22;13;999,9;84.2*;60.8*;0.00I;999,9;0
85360;20000923;67,5;61,1;7;24;7,5;21;12;999,9;77.0*;59.0*;0.00I;999,9;0
85360;20000924;67,5;53,7;6,5;24;9,1;24;15;20;77.0*;60.8*;0.00I;999,9;0
85360;20000925;68,1;55,3;6,3;24;9,1;24;18,1;999,9;78.8*;60.8*;0.00I;999,9;0
85360;20000926;68,9;61,3;6,9;23;7,5;20;13;999,9;77.0*;64.4*;0.00I;999,9;0
85360;20000927;66,7;56,4;7;24;10;23;14;999,9;75.2*;60.8*;0.00I;999,9;0
85360;20000928;64,3;60,6;6,1;24;8,5;22;13;999,9;68.0*;60.8*;99,99;999,9;10000
85360;20000929;63,7;57,6;6,9;24;10,6;24;16,9;23,9;69.8*;60.8*;99,99;999,9;10000
85360;20000930;64,3;55,7;7;24;10,7;24;16,9;999,9;69.8*;60.8*;99,99;999,9;10000
85360;20001001;66,3;61,6;6,6;24;8,8;20;15;999,9;73.4*;60.8*;99,99;999,9;10000
85360;20001002;67,8;59,4;6,5;24;6,8;23;12;999,9;77.0*;60.8*;99,99;999,9;10000
85360;20001003;64,5;51,1;6,1;24;6,8;19;12;999,9;78.8*;51.8*;0.00I;999,9;0
85360;20001004;67,1;58,3;6,2;24;8,5;22;15,9;999,9;80.6*;59.0*;0.00I;999,9;0
85360;20001005;68,2;60;6,1;24;11,9;24;15;999,9;77.0*;62.6*;0.00I;999,9;0
85360;20001006;70,1;54,1;6,2;23;7,4;23;12;999,9;84.2*;60.8*;0.00I;999,9;0
85360;20001007;72,3;42,6;6,2;23;7,3;23;11,1;999,9;84.2*;66.2*;0.00I;999,9;0
85360;20001008;71,1;39,9;6,2;24;7,6;22;15;999,9;84.2*;62.6*;0.00I;999,9;0
85360;20001009;66;55,5;6,6;23;13,5;23;27;999,9;73.4*;60.8*;0.00I;999,9;0
85360;20001010;66,5;58,8;7;23;13,2;23;22,9;33;71.6*;62.6*;99,99;999,9;10000
85360;20001011;64,9;60,7;6;24;13,1;24;21;36,9;71.6*;57.2*;99,99;999,9;10000
85360;20001012;58;51,1;6,8;24;8;22;14;999,9;62.6*;53.6*;99,99;999,9;10000
85360;20001013;58,5;49,5;6,7;24;10,7;21;19;999,9;66.2*;51.8*;0.00I;999,9;0
85360;20001014;58,5;50,8;6,7;23;9,3;21;15;999,9;66.2*;53.6*;99,99;999,9;10000
85360;20001015;61,1;58,1;6,6;24;6,7;24;12;999,9;68.0*;55.4*;99,99;999,9;10000
85360;20001016;61,2;54,8;6,6;24;8,5;19;15;999,9;69.8*;53.6*;0.00I;999,9;0
85360;20001017;63,7;54,1;6,3;24;5,1;19;9,9;999,9;75.2*;55.4*;0.00I;999,9;0
85360;20001018;64;57,4;6,1;23;4,3;17;8,9;999,9;77.0*;55.4*;0.00I;999,9;0
85360;20001019;65,5;63,4;5;24;5,8;21;9,9;999,9;71.6*;60.8*;99,99;999,9;110000
85360;20001020;61;57,7;4,9;23;9,8;18;21;999,9;64.4*;55.4*;99,99;999,9;10000
85360;20001021;57,1;47,1;6,6;24;9,5;24;15,9;26;64.4*;51.8*;0.00I;999,9;0
85360;20001022;60,9;50,7;6,3;22;8,2;22;14;999,9;71.6*;51.8*;0.00I;999,9;0
85360;20001023;65,5;54,9;6,2;24;11,1;24;19;999,9;75.2*;59.0*;0.00I;999,9;0
85360;20001024;68,4;56,4;6,4;24;7,8;24;11,1;999,9;77.0*;60.8*;0.00I;999,9;0
85360;20001025;66;57,2;6;23;6,8;21;14;999,9;73.4*;60.8*;0.00I;999,9;0
85360;20001026;62,6;57,7;6,9;24;6,2;21;11,1;999,9;68.0*;57.2*;0.00I;999,9;0
85360;20001027;62,1;59,8;4,1;24;3,1;11;8;999,9;68.0*;57.2*;0.00I;999,9;0
85360;20001028;61,2;56,5;6;24;4,7;21;11,1;999,9;68.0*;53.6*;0.00I;999,9;100000
85360;20001029;59,2;49,1;6,8;23;11,3;23;21;999,9;64.4*;53.6*;0.00I;999,9;0
85360;20001030;59;56;6,3;24;9;24;21;25,1;62.6*;51.8*;99,99;999,9;10000
85360;20001031;57,3;51,2;6,7;22;7,4;21;12;999,9;64.4*;50.0*;0.00I;999,9;0
85360;20001101;57,2;51,5;6,7;24;6,5;23;12;999,9;64.4*;48.2*;0.00I;999,9;0
85360;20001102;61,1;58,9;5,3;21;11,2;20;15;28;64.4*;57.2*;99,99;999,9;10000
85360;20001103;56,6;49,3;6,9;23;7,2;23;13;999,9;62.6*;51.8*;99,99;999,9;10000
85360;20001104;55,7;50,4;6,7;23;5,1;21;9,9;999,9;60.8*;48.2*;0.00I;999,9;0
85360;20001105;63,4;62,5;4,2;24;14,9;24;20;29,9;68.0*;59.0*;99,99;999,9;10000
85360;20001106;59;51,9;6,6;23;13,6;23;22,9;35;64.4*;53.6*;99,99;999,9;10000
85360;20001107;55,4;46,8;6,9;23;9,1;22;15,9;999,9;60.8*;51.8*;99,99;999,9;10000
85360;20001108;53,9;48,1;6,9;22;5,1;20;8,9;999,9;60.8*;50.0*;99,99;999,9;10000
85360;20001109;53,3;46,2;6;24;3,9;18;7;999,9;60.8*;48.2*;0.00I;999,9;0
85360;20001110;53,2;44,1;6,4;23;7,8;21;11,1;999,9;59.0*;48.2*;0.00I;999,9;0
85360;20001111;57,1;46,2;6,3;24;5,7;22;8,9;999,9;64.4*;53.6*;0.00I;999,9;0
85360;20001112;57,1;54,3;5,2;24;7,6;23;15,9;25,1;62.6*;51.8*;99,99;999,9;10000
85360;20001113;55;49,8;6,9;23;6;23;12;999,9;60.8*;50.0*;99,99;999,9;10000
85360;20001114;50,1;47,4;6,8;24;4,2;18;8;999,9;55.4*;46.4*;99,99;999,9;10000
85360;20001115;51,2;41,2;6,4;24;10,2;23;16,9;999,9;59.0*;44.6*;0.00I;999,9;0
85360;20001116;54,2;51,4;6;24;6,6;20;18,1;999,9;60.8*;48.2*;99,99;999,9;10000
85360;20001117;53,4;45,2;6,6;24;9,3;22;15;999,9;59.0*;50.0*;0.00I;999,9;0
85360;20001118;53,8;48,5;6,6;24;6,2;19;9,9;999,9;60.8*;48.2*;99,99;999,9;10000
85360;20001119;56,4;55,6;3,1;24;2,9;17;9,9;999,9;59.0*;53.6*;99,99;999,9;110000
85360;20001120;56;52,6;6,8;24;6,1;23;15;999,9;59.0*;53.6*;99,99;999,9;10000
85360;20001121;57,7;54,1;6,9;22;6,9;18;14;999,9;62.6*;53.6*;99,99;999,9;10000
85360;20001122;60,6;60,4;2,7;23;13,6;23;19;29,9;62.6*;59.0*;99,99;999,9;10000
85360;20001123;58,3;53,5;6,2;24;8,2;23;15,9;23,9;62.6*;53.6*;99,99;999,9;10000
85360;20001124;58,4;57,7;5,1;23;7,7;22;15;999,9;62.6*;51.8*;99,99;999,9;10000
85360;20001125;63,5;62,8;4,5;23;8,7;23;11,1;999,9;66.2*;62.6*;99,99;999,9;10000
85360;20001126;63;62,1;3,5;24;7,3;24;12;999,9;64.4*;62.6*;99,99;999,9;110000
85360;20001127;62,8;57,6;7;24;6,2;23;11,1;999,9;66.2*;60.8*;0.00I;999,9;0
85360;20001128;62,5;58,3;6,9;24;12;24;20;30,9;68.0*;57.2*;99,99;999,9;10000
85360;20001129;57,6;53,7;6,8;24;6,4;24;11,1;999,9;60.8*;53.6*;99,99;999,9;10000
85360;20001130;61;60,1;4,9;22;12,8;22;18,1;29,9;62.6*;57.2*;99,99;999,9;10000
85360;20001201;60,8;58,7;5,7;24;10;24;21;39;66.2*;53.6*;99,99;999,9;10010
85360;20001202;57,3;52,4;6,7;24;6,3;22;13;999,9;64.4*;53.6*;99,99;999,9;10010
85360;20001203;58,1;57,4;5,6;24;7,5;22;13;19;62.6*;53.6*;99,99;999,9;110000
85360;20001204;61,4;61,3;3,4;24;12,2;24;18,1;27;64.4*;60.8*;99,99;999,9;10000
85360;20001205;62,4;61,8;5,3;24;13,5;22;19;33;64.4*;59.0*;99,99;999,9;10000
85360;20001206;60;59,6;5,1;24;10,9;22;25,1;42,9;64.4*;57.2*;99,99;999,9;10000
85360;20001207;61,4;57,9;6,1;24;16,6;24;23,9;43,9;64.4*;55.4*;99,99;999,9;10000
85360;20001208;55,9;52,1;7;24;6,1;21;15;999,9;60.8*;53.6*;99,99;999,9;10000
85360;20001209;56,1;52,5;7;24;6,3;23;12;999,9;62.6*;48.2*;0.00I;999,9;0
85360;20001210;60,6;56,9;7;24;7,9;24;12;999,9;62.6*;57.2*;0.00I;999,9;0
85360;20001211;56,1;53,9;6,4;24;3,5;18;8;999,9;62.6*;51.8*;0.00I;999,9;100000
85360;20001212;57;55,5;3,8;24;6;20;11,1;999,9;64.4*;51.8*;0.00I;999,9;100000
85360;20001213;61,2;60,5;4,3;24;7,1;24;13;999,9;62.6*;59.0*;99,99;999,9;10000
85360;20001214;59,2;57,4;6,5;24;8,6;23;14;999,9;62.6*;55.4*;99,99;999,9;10000
85360;20001215;52,5;46,7;6,8;24;7;23;12;999,9;57.2*;48.2*;0.00I;999,9;0
85360;20001216;49,3;39,9;6,8;24;4,3;20;8,9;999,9;53.6*;44.6*;0.00I;999,9;0
85360;20001217;53,8;49,9;6;24;6,3;22;11,1;999,9;59.0*;48.2*;99,99;999,9;10000
85360;20001218;57,6;54,2;6,9;24;9,7;24;12;999,9;59.0*;53.6*;99,99;999,9;10000
85360;20001219;56;53,5;5,4;24;13;23;22;37,9;64.4*;53.6*;99,99;999,9;10000
85360;20001220;52,5;49;6,8;24;5,7;22;9,9;999,9;57.2*;50.0*;99,99;999,9;10000
85360;20001221;53,8;52,6;5,8;23;13,4;23;20;30,9;57.2*;50.0*;99,99;999,9;10000
85360;20001222;54,3;51,8;6,1;24;5,3;22;12;999,9;59.0*;51.8*;99,99;999,9;10000
85360;20001223;54,3;53,7;4,5;23;6,4;22;12;19;59.0*;50.0*;99,99;999,9;10000
85360;20001224;53,2;51,8;6,8;24;5,5;22;8,9;999,9;57.2*;50.0*;99,99;999,9;10010
85360;20001225;54,7;53;5;23;8,9;23;18,1;28,9;60.8*;50.0*;99,99;999,9;10010
85360;20001226;53,8;51,4;6,2;24;7,7;23;15,9;26;57.2*;50.0*;99,99;999,9;10000
85360;20001227;53,2;48,1;7;24;10,7;24;18,1;28,9;55.4*;50.0*;99,99;999,9;10000
85360;20001228;57,1;53,7;5,6;24;15,5;24;27;40;62.6*;50.0*;99,99;999,9;10000
85360;20001229;58,2;54,3;6,9;24;8,9;24;14;999,9;60.8*;55.4*;0.00I;999,9;0
85360;20001230;57,4;53,7;6,8;24;11,1;23;22;35;60.8*;53.6*;99,99;999,9;10000
85360;20001231;58,6;57,3;6,7;23;10,9;21;16,9;27;60.8*;53.6*;99,99;999,9;10000
85360;20010101;58,1;56,5;5,7;24;13,5;24;22;34;60.8*;55.4*;99,99;999,9;10000
85360;20010102;54,9;50,2;6,8;23;8;23;12;999,9;59.0*;51.8*;0.00I;999,9;0
85360;20010103;57,9;56,1;4,7;22;12,3;22;19;33;60.8*;53.6*;99,99;999,9;10000
85360;20010104;59,9;58,3;5,9;23;8,7;22;15;21;62.6*;55.4*;99,99;999,9;10000
85360;20010105;58,2;58,1;2,8;24;13,8;24;20;34;62.6*;50.0*;99,99;999,9;10000
85360;20010106;51,4;47,1;6,9;24;7,2;21;15,9;27;57.2*;46.4*;99,99;999,9;10000
85360;20010107;48,1;43,3;6,8;24;5,4;19;8,9;999,9;55.4*;42.8*;0.00I;999,9;0
85360;20010108;46,9;44,4;5,4;24;8,3;20;15;999,9;55.4*;39.2*;99,99;999,9;110000
85360;20010109;57,3;56,2;5,8;24;11,7;24;16,9;28,9;60.8*;51.8*;99,99;999,9;10000
85360;20010110;58,5;57,7;6,2;24;10,3;24;16,9;28;62.6*;55.4*;99,99;999,9;10000
85360;20010111;54,5;52,1;6,6;24;6,9;24;12;25,1;57.2*;51.8*;99,99;999,9;10000
85360;20010112;53,1;50;6,8;24;10,4;22;20;999,9;57.2*;50.0*;99,99;999,9;10000
85360;20010113;55,3;51,8;6,7;24;11,5;24;15;999,9;60.8*;53.6*;0.00I;999,9;0
85360;20010114;53;50,4;5,8;24;6,8;19;9,9;999,9;59.0*;48.2*;0.00I;999,9;100000
85360;20010115;52;47,6;6,9;24;4,6;23;9,9;999,9;57.2*;46.4*;99,99;999,9;10000
85360;20010116;53,8;50,8;6,4;24;8,5;23;15;999,9;57.2*;48.2*;99,99;999,9;10000
85360;20010117;53,9;49,9;6,3;24;7,5;23;14;22;57.2*;50.0*;99,99;999,9;10000
85360;20010118;54,2;51,1;6,3;24;10,3;24;19;26;57.2*;51.8*;99,99;999,9;10000
85360;20010119;52,5;47,6;6,8;24;5,3;22;8,9;999,9;59.0*;46.4*;99,99;999,9;10000
85360;20010120;50,6;46,7;6,2;23;2,6;12;6;999,9;55.4*;44.6*;0.00I;999,9;0
85360;20010121;48;46;4,8;24;4,3;16;6;999,9;53.6*;42.8*;0.00I;999,9;100000
85360;20010122;56,9;54,8;5,8;23;10,6;23;16,9;23,9;59.0*;53.6*;99,99;999,9;10000
85360;20010123;59,5;59,5;3,9;24;12,7;24;16,9;27;60.8*;57.2*;99,99;999,9;10000
85360;20010124;57,6;54,7;5,8;23;13,5;23;22;35,9;60.8*;51.8*;99,99;999,9;10000
85360;20010125;52,5;46,9;6,9;24;10,8;24;18,1;999,9;57.2*;48.2*;99,99;999,9;10000
85360;20010126;55,6;53,8;5,3;24;13,8;24;21;32,1;59.0*;51.8*;99,99;999,9;10000
85360;20010127;58,6;57,7;5,1;24;12,7;24;16,9;28;60.8*;57.2*;99,99;999,9;10000
85360;20010128;52,9;45,7;7;24;17,6;23;25,1;40;57.2*;50.0*;99,99;999,9;10000
85360;20010129;52,2;44,8;6,9;23;12;20;19;999,9;57.2*;50.0*;0.00I;999,9;0
85360;20010130;52,8;49,8;6,9;21;9,8;17;19;999,9;59.0*;48.2*;0.00I;999,9;0
85360;20010131;56,6;53,1;7;24;12,5;24;21;999,9;60.8*;53.6*;99,99;999,9;10000
85360;20010201;56,4;52,5;6,8;24;10;24;15;999,9;62.6*;51.8*;0.00I;999,9;0
85360;20010202;50,9;50,5;2,3;23;4;13;8;999,9;53.6*;48.2*;0.00I;999,9;100000
85360;20010203;51,8;49,3;3,7;24;3,2;15;5,1;999,9;55.4*;46.4*;0.00I;999,9;100000
85360;20010204;55,5;54,3;5,5;24;6,7;21;14;22,9;59.0*;53.6*;99,99;999,9;10000
85360;20010205;58,3;58,2;6,2;24;12,7;22;19;32,1;59.0*;55.4*;99,99;999,9;10000
85360;20010206;57,4;56,8;5,2;24;15,1;24;22;36,9;59.0*;55.4*;99,99;999,9;10000
85360;20010207;56;52,5;6,8;23;14,6;23;26;37,9;59.0*;53.6*;99,99;999,9;10010
85360;20010208;52,8;47,3;7;23;10,1;23;15;26;57.2*;48.2*;99,99;999,9;10000
85360;20010209;54,7;54,1;4,8;24;6,7;22;15;999,9;59.0*;48.2*;99,99;999,9;10000
85360;20010210;60,1;56,4;6;24;2,5;17;5,1;999,9;66.2*;55.4*;0.00I;999,9;0
85360;20010211;59,5;54,6;6,3;24;5,4;24;8;999,9;69.8*;51.8*;0.00I;999,9;0
85360;20010212;59,7;55,1;6,2;24;4,8;21;8;999,9;68.0*;53.6*;0.00I;999,9;0
85360;20010213;57;54,4;5,1;24;5,1;19;11,1;999,9;66.2*;51.8*;0.00I;999,9;100000
85360;20010214;56,4;52,7;6,5;23;8,5;23;13;999,9;60.8*;53.6*;0.00I;999,9;0
85360;20010215;52,7;46,8;5,9;23;6,5;23;11,1;999,9;59.0*;46.4*;0.00I;999,9;0
85360;20010216;55,2;45,1;6,2;23;7,1;23;9,9;999,9;64.4*;50.0*;0.00I;999,9;0
85360;20010217;55,6;44,3;6,2;24;6,1;23;9,9;999,9;64.4*;48.2*;0.00I;999,9;0
85360;20010218;55;44,2;6,2;24;8,9;22;18,1;999,9;64.4*;48.2*;0.00I;999,9;0
85360;20010219;49,4;39,9;6,5;24;12,1;23;15,9;26;53.6*;44.6*;0.00I;999,9;0
85360;20010220;54,2;42,6;6,2;24;9,9;24;12;999,9;62.6*;46.4*;0.00I;999,9;0
85360;20010221;57,4;44,3;6,2;24;9,2;24;12;999,9;66.2*;50.0*;0.00I;999,9;0
85360;20010222;55,3;48,4;6,5;24;5,6;22;8;999,9;62.6*;50.0*;0.00I;999,9;0
85360;20010223;53,8;50,3;6;24;6;17;14;999,9;59.0*;48.2*;99,99;999,9;10010
85360;20010224;55,7;50,6;6,4;23;9,1;23;14;999,9;62.6*;51.8*;99,99;999,9;10000
85360;20010225;53,5;45,7;6,3;23;5,6;21;11,1;999,9;62.6*;46.4*;0.00I;999,9;0
85360;20010226;51,6;40,8;6,6;24;7,5;23;16,9;999,9;59.0*;42.8*;99,99;999,9;10000
85360;20010227;50,7;44,5;7;24;10;24;14;23,9;53.6*;48.2*;99,99;999,9;10000
85360;20010228;49,8;44,9;7;24;6,3;20;12;999,9;55.4*;42.8*;0.00I;999,9;0
85360;20010301;56,3;56,2;2,4;24;10,8;22;19;29,9;60.8*;50.0*;99,99;999,9;110000
85360;20010302;59,7;59;4,7;22;18,1;22;23,9;39;60.8*;57.2*;99,99;999,9;10000
85360;20010303;58,9;56,9;6;24;14,3;24;19;29,9;62.6*;57.2*;99,99;999,9;10000
85360;20010304;58,8;58,4;4,1;24;13,4;23;21;35;60.8*;55.4*;99,99;999,9;10000
85360;20010305;59,3;58,8;5,5;22;11,4;20;19;29,9;60.8*;53.6*;99,99;999,9;10000
85360;20010306;62;60,3;5,3;23;14,8;23;21;35,9;64.4*;60.8*;99,99;999,9;10000
85360;20010307;60,3;58;5,8;24;10,6;24;16,9;999,9;64.4*;57.2*;0.00I;999,9;0
85360;20010308;58;55,5;6,3;24;10,6;24;15,9;999,9;59.0*;57.2*;99,99;999,9;10000
85360;20010309;59,5;59,2;3,9;22;6,5;22;11,1;999,9;62.6*;57.2*;99,99;999,9;110000
85360;20010310;60,5;59,7;4,6;24;6;21;8,9;999,9;64.4*;59.0*;0.00I;999,9;0
85360;20010311;59,5;56;7;24;4,6;22;8;999,9;64.4*;55.4*;0.00I;999,9;0
85360;20010312;55,4;52,9;6,6;13;7,8;13;13;999,9;57.2*;51.8*;99,99;999,9;10000
85360;20010313;55,1;48;6,6;21;10,9;18;15,9;999,9;62.6*;50.0*;0.00I;999,9;0
85360;20010314;56,3;49,2;6,2;24;6,7;24;9,9;999,9;66.2*;46.4*;0.00I;999,9;0
